threshold,group,accuracy,fpr,fnr
0.3000000000000001,I,1.0,0.0,0.0
0.3000000000000001,J,0.997250229147571,0.0,0.002749770852428964
0.3000000000000001,K,1.0,0.0,0.0
0.3000000000000001,L,0.9882005899705014,0.0,0.011799410029498525
0.3000000000000001,M,0.990234375,0.0,0.009765625
0.3000000000000001,N,0.9690721649484536,0.0,0.030927835051546393
0.3000000000000001,O,1.0,0.0,0.0
0.3000000000000001,P,0.9919678714859438,0.0,0.008032128514056224
0.3000000000000001,Q,1.0,0.0,0.0
0.3000000000000001,R,0.9909297052154195,0.0,0.009070294784580499
0.3000000000000001,S,0.9861111111111112,0.0,0.013888888888888888
0.3000000000000001,T,0.9955654101995566,0.0,0.004434589800443459
0.3000000000000001,U,1.0,0.0,0.0
0.3000000000000001,V,1.0,0.0,0.0
0.3000000000000001,W,0.9791666666666666,0.0,0.020833333333333332
0.3000000000000001,X,1.0,0.0,0.0
0.3000000000000001,Y,1.0,0.0,0.0
0.3000000000000001,Z,1.0,0.0,0.0
0.3000000000000001,mixed,0.9390700160342063,0.060929983965793695,0.0
0.3100000000000001,A,0.9871382636655949,0.0,0.012861736334405145
0.3100000000000001,B,0.996,0.0,0.004
0.3100000000000001,C,0.994475138121547,0.0,0.0055248618784530384
0.3100000000000001,D,0.984984984984985,0.0,0.015015015015015015
0.3100000000000001,E,0.9929078014184397,0.0,0.0070921985815602835
0.3100000000000001,F,1.0,0.0,0.0
0.3100000000000001,G,1.0,0.0,0.0
0.3100000000000001,H,1.0,0.0,0.0
0.3100000000000001,I,1.0,0.0,0.0
0.3100000000000001,J,0.9963336388634281,0.0,0.0036663611365719525
0.3100000000000001,K,1.0,0.0,0.0
0.3100000000000001,L,0.9882005899705014,0.0,0.011799410029498525
0.3100000000000001,M,0.990234375,0.0,0.009765625
0.3100000000000001,N,0.9690721649484536,0.0,0.030927835051546393
0.3100000000000001,O,1.0,0.0,0.0
0.3100000000000001,P,0.9919678714859438,0.0,0.008032128514056224
0.3100000000000001,Q,1.0,0.0,0.0
0.3100000000000001,R,0.9886621315192744,0.0,0.011337868480725623
0.3100000000000001,S,0.9861111111111112,0.0,0.013888888888888888
0.3100000000000001,T,0.9955654101995566,0.0,0.004434589800443459
0.3100000000000001,U,1.0,0.0,0.0
0.3100000000000001,V,1.0,0.0,0.0
0.3100000000000001,W,0.9791666666666666,0.0,0.020833333333333332
0.3100000000000001,X,1.0,0.0,0.0
0.3100000000000001,Y,1.0,0.0,0.0
0.3100000000000001,Z,1.0,0.0,0.0
0.3100000000000001,mixed,0.944815606627472,0.05518439337252806,0.0
0.3200000000000001,A,0.9871382636655949,0.0,0.012861736334405145
0.3200000000000001,B,0.992,0.0,0.008
0.3200000000000001,C,0.994475138121547,0.0,0.0055248618784530384
0.3200000000000001,D,0.9819819819819819,0.0,0.018018018018018018
0.3200000000000001,E,0.9929078014184397,0.0,0.0070921985815602835
0.3200000000000001,F,1.0,0.0,0.0
0.3200000000000001,G,1.0,0.0,0.0
0.3200000000000001,H,1.0,0.0,0.0
0.3200000000000001,I,1.0,0.0,0.0
0.3200000000000001,J,0.9945004582951421,0.0,0.005499541704857928
0.3200000000000001,K,1.0,0.0,0.0
0.3200000000000001,L,0.9882005899705014,0.0,0.011799410029498525
0.3200000000000001,M,0.990234375,0.0,0.009765625
0.3200000000000001,N,0.9690721649484536,0.0,0.030927835051546393
0.3200000000000001,O,1.0,0.0,0.0
0.3200000000000001,P,0.9919678714859438,0.0,0.008032128514056224
0.3200000000000001,Q,1.0,0.0,0.0
0.3200000000000001,R,0.9863945578231292,0.0,0.013605442176870748
0.3200000000000001,S,0.9833333333333333,0.0,0.016666666666666666
0.3200000000000001,T,0.9933481152993349,0.0,0.0066518847006651885
0.3200000000000001,U,1.0,0.0,0.0
0.3200000000000001,V,1.0,0.0,0.0
0.3200000000000001,W,0.9791666666666666,0.0,0.020833333333333332
0.3200000000000001,X,1.0,0.0,0.0
0.3200000000000001,Y,1.0,0.0,0.0
